,country,points,price,variety,millesime
59703,US,93,34.0,Sauvignon Blanc,2015.0
59705,US,93,49.0,Red Blend,2014.0
59706,US,93,52.0,Syrah,2014.0
59708,US,93,67.0,Chardonnay,2015.0
59713,US,88,36.0,Pinot Noir,2018.0
59714,US,88,20.0,Chardonnay,2020.0
59718,US,88,20.0,Riesling,2020.0
59724,Germany,88,19.0,Riesling,2020.0
59725,Germany,88,18.0,Red Blend,2020.0
59726,US,88,28.0,Pinot Noir,2020.0
59727,US,88,35.0,Pinot Noir,2019.0
59729,US,88,23.0,Chardonnay,2020.0
59730,US,88,33.0,Pinot Noir,2019.0
59731,US,88,21.0,Riesling,2019.0
59733,US,88,19.0,Chardonnay,2020.0
59734,US,88,22.0,Syrah,2019.0
59735,Germany,88,17.0,Riesling,2020.0
59742,US,87,51.0,Pinot Noir,2012.0
59743,US,87,56.0,Pinot Noir,2012.0
59747,US,87,34.0,Chardonnay,2014.0
59751,US,87,22.0,Riesling,2012.0
59753,France,87,30.0,Red Blend,2009.0
59756,France,86,19.0,Riesling,2013.0
59757,Chile,86,20.0,Cabernet Sauvignon,2013.0
59762,France,86,31.0,Red Blend,2009.0
59764,Argentina,86,32.0,Cabernet Sauvignon,2012.0
59766,France,86,27.0,Syrah,2011.0
59767,US,86,22.0,Rosé,2013.0
59768,US,86,71.0,Syrah,2011.0
59770,Chile,86,20.0,Sauvignon Blanc,2013.0
59772,US,86,38.0,Merlot,2011.0
59775,Argentina,86,20.0,Cabernet Sauvignon,2013.0
59778,Chile,86,23.0,Merlot,2012.0
59779,US,86,33.0,Cabernet Sauvignon,2012.0
59781,US,86,22.0,Sauvignon Blanc,2013.0
59785,US,86,35.0,Merlot,2012.0
59786,US,86,44.0,Pinot Noir,2012.0
59787,Italy,93,139.0,Cabernet Sauvignon,2009.0
59788,US,93,147.0,Cabernet Sauvignon,2010.0
59789,Italy,93,88.0,Red Blend,2011.0
59790,Italy,93,97.0,Red Blend,2011.0
59792,Italy,93,70.0,Red Blend,2010.0
59793,US,93,75.0,Pinot Noir,2012.0
59794,Italy,93,86.0,Cabernet Sauvignon,2010.0
59795,US,93,60.0,Chardonnay,2011.0
59796,Spain,93,132.0,Syrah,2010.0
59798,Italy,93,147.0,Red Blend,2010.0
59799,Italy,93,202.0,Red Blend,2010.0
59800,Italy,93,76.0,Red Blend,2010.0
59802,US,93,56.0,Chardonnay,2012.0
59803,Italy,93,128.0,Red Blend,2009.0
59807,Italy,93,82.0,Syrah,2010.0
59808,US,93,107.0,Cabernet Sauvignon,2010.0
59809,US,93,77.0,Red Blend,2010.0
59810,Italy,93,74.0,Red Blend,2010.0
59811,Italy,93,117.0,Cabernet Sauvignon,2010.0
59812,Italy,93,134.0,Syrah,2010.0
59818,US,87,17.0,Pinot Noir,2019.0
59822,US,87,26.0,Pinot Noir,2020.0
59823,US,87,18.0,Merlot,2019.0
59832,US,87,19.0,Riesling,2019.0
59847,US,92,30.0,Cabernet Sauvignon,2020.0
59849,US,92,31.0,Chardonnay,2021.0
59851,US,92,41.0,Pinot Noir,2021.0
59852,US,92,37.0,Rosé,2020.0
59853,US,92,39.0,Pinot Noir,2021.0
59855,US,92,36.0,Pinot Noir,2021.0
59860,US,92,28.0,Chardonnay,2022.0
59862,US,92,40.0,Pinot Noir,2020.0
59865,France,92,30.0,Riesling,2021.0
59866,France,92,30.0,Riesling,2021.0
59868,US,92,39.0,Pinot Noir,2021.0
59869,US,92,53.0,Cabernet Sauvignon,2019.0
59873,US,92,41.0,Pinot Noir,2021.0
59875,US,92,105.0,Cabernet Sauvignon,2020.0
59876,US,91,32.0,Riesling,2012.0
59877,US,91,75.0,Pinot Noir,2011.0
59878,US,90,28.0,Sauvignon Blanc,2012.0
59880,US,90,34.0,Chardonnay,2012.0
59881,US,90,54.0,Pinot Noir,2012.0
59885,US,90,69.0,Pinot Noir,2011.0
59887,US,90,29.0,Merlot,2011.0
59888,US,90,36.0,Chardonnay,2011.0
59889,US,90,69.0,Pinot Noir,2011.0
59890,US,90,28.0,Riesling,2012.0
59891,US,90,92.0,Pinot Noir,2010.0
59894,US,92,61.0,Bordeaux-style Red Blend,2016.0
59895,Austria,92,42.0,Riesling,2018.0
59898,France,92,49.0,Bordeaux-style Red Blend,2017.0
59899,Spain,92,48.0,Red Blend,2015.0
59901,US,92,77.0,Bordeaux-style Red Blend,2016.0
59908,US,92,53.0,Cabernet Sauvignon,2016.0
59910,US,92,37.0,Cabernet Sauvignon,2017.0
59911,US,92,59.0,Cabernet Sauvignon,2017.0
59916,France,89,33.0,Chardonnay,2014.0
59918,US,89,44.0,Syrah,2013.0
59920,France,89,42.0,Chardonnay,2014.0
59922,US,89,47.0,Pinot Noir,2014.0
59923,Argentina,89,52.0,Red Blend,2013.0
59932,US,88,28.0,Red Blend,2012.0
59933,France,88,31.0,Chardonnay,2014.0
59934,Italy,88,29.0,Sauvignon Blanc,2015.0
59937,US,90,28.0,Chardonnay,2018.0
59940,France,90,70.0,Pinot Noir,2016.0
59941,France,90,37.0,Sauvignon Blanc,2018.0
59943,US,90,41.0,Cabernet Sauvignon,2017.0
59953,Germany,90,24.0,Riesling,2017.0
59958,US,90,38.0,Pinot Noir,2017.0
59960,Italy,90,43.0,Red Blend,2016.0
59963,Italy,90,32.0,Red Blend,2017.0
59964,US,90,41.0,Bordeaux-style Red Blend,2015.0
59965,US,90,42.0,Pinot Noir,2018.0
59967,US,96,93.0,Cabernet Sauvignon,2019.0
59972,France,95,82.0,Bordeaux-style Red Blend,2020.0
59973,US,95,48.0,Pinot Noir,2020.0
59974,France,95,41.0,Riesling,2021.0
59975,France,95,48.0,Bordeaux-style Red Blend,2020.0
59977,Australia,95,67.0,Red Blend,2019.0
59978,US,95,60.0,Pinot Noir,2015.0
59980,France,95,101.0,Bordeaux-style Red Blend,2020.0
59983,France,95,46.0,Bordeaux-style Red Blend,2020.0
59985,US,95,52.0,Pinot Noir,2020.0
59987,US,95,58.0,Syrah,2019.0
59988,US,95,42.0,Pinot Noir,2020.0
59989,US,95,54.0,Pinot Noir,2020.0
59990,France,95,54.0,Bordeaux-style Red Blend,2020.0
59993,France,95,73.0,Riesling,2017.0
59994,US,95,40.0,Chardonnay,2021.0
59998,US,95,39.0,Pinot Noir,2021.0
60000,US,95,43.0,Chardonnay,2021.0
60001,US,95,44.0,Chardonnay,2021.0
60002,France,95,37.0,Riesling,2021.0
60003,US,95,50.0,Pinot Noir,2020.0
60004,US,95,38.0,Chardonnay,2021.0
60005,France,95,43.0,Riesling,2021.0
60007,US,95,49.0,Pinot Noir,2021.0
60008,France,95,59.0,Riesling,2017.0
60010,France,95,37.0,Riesling,2022.0
60011,France,95,42.0,Riesling,2020.0
60012,US,95,87.0,Cabernet Sauvignon,2020.0
60013,France,95,326.0,Chardonnay,2010.0
60016,France,95,39.0,Riesling,2020.0
60017,US,95,41.0,Syrah,2021.0
60018,US,95,43.0,Chardonnay,2021.0
60021,France,95,52.0,Riesling,2020.0
60024,US,93,63.0,Bordeaux-style Red Blend,2013.0
60025,Argentina,93,52.0,Red Blend,2014.0
60026,US,93,92.0,Cabernet Sauvignon,2011.0
60027,Australia,93,89.0,Chardonnay,2014.0
60029,US,93,46.0,Bordeaux-style Red Blend,2016.0
60030,US,93,53.0,Red Blend,2016.0
60033,France,93,46.0,Bordeaux-style Red Blend,2016.0
60034,US,93,56.0,Cabernet Sauvignon,2015.0
60035,US,93,113.0,Cabernet Sauvignon,2016.0
60039,US,93,50.0,Pinot Noir,2017.0
60040,US,93,50.0,Cabernet Sauvignon,2016.0
60041,US,93,75.0,Syrah,2016.0
60042,US,93,56.0,Pinot Noir,2015.0
60045,US,93,56.0,Pinot Noir,2015.0
60046,US,93,50.0,Pinot Noir,2016.0
60048,US,92,47.0,Syrah,2015.0
60054,Chile,86,13.0,Chardonnay,2022.0
60055,Chile,86,13.0,Sauvignon Blanc,2022.0
60056,Spain,86,13.0,Chardonnay,2022.0
60057,US,86,14.0,Sauvignon Blanc,2022.0
60060,US,86,25.0,Merlot,2019.0
60069,France,86,12.0,Sauvignon Blanc,2022.0
60070,France,86,13.0,Rosé,2022.0
60073,Portugal,86,13.0,Rosé,2022.0
60075,France,86,14.0,Rosé,2022.0
60076,US,86,14.0,Cabernet Sauvignon,2021.0
60077,Chile,86,15.0,Chardonnay,2022.0
60078,US,86,16.0,Chardonnay,2021.0
60081,US,86,21.0,Cabernet Sauvignon,2020.0
60082,US,86,18.0,Merlot,2021.0
60083,US,89,23.0,Rosé,2020.0
60086,Italy,89,44.0,Red Blend,2016.0
60088,US,89,25.0,Sauvignon Blanc,2020.0
60091,US,89,30.0,Merlot,2016.0
60093,France,89,24.0,Riesling,2020.0
60096,US,89,38.0,Cabernet Sauvignon,2018.0
60098,France,89,22.0,Riesling,2020.0
60105,France,89,33.0,Pinot Noir,2019.0
60107,France,89,22.0,Riesling,2020.0
60108,US,89,22.0,Riesling,2020.0
60109,US,89,26.0,Chardonnay,2019.0
60110,US,87,30.0,Pinot Noir,2018.0
60112,US,87,19.0,Riesling,2020.0
60116,US,87,43.0,Pinot Noir,2016.0
60117,US,87,23.0,Chardonnay,2019.0
60127,US,87,27.0,Syrah,2019.0
60128,US,87,16.0,Sauvignon Blanc,2020.0
60129,US,87,22.0,Sauvignon Blanc,2020.0
60132,US,87,19.0,Chardonnay,2020.0
60133,US,87,27.0,Pinot Noir,2019.0
60134,US,87,20.0,Red Blend,2019.0
60139,US,87,41.0,Red Blend,2018.0
60141,US,84,46.0,Chardonnay,2012.0
60143,US,84,32.0,Syrah,2010.0
60144,US,84,72.0,Chardonnay,2012.0
60145,US,84,22.0,Cabernet Sauvignon,2011.0
60147,US,84,50.0,Bordeaux-style Red Blend,2011.0
60148,Australia,84,26.0,Pinot Noir,2011.0
60149,US,84,21.0,Chardonnay,2013.0
60151,US,84,17.0,Chardonnay,2012.0
60152,US,84,31.0,Pinot Noir,2012.0
60154,US,84,24.0,Chardonnay,2012.0
60155,US,84,21.0,Chardonnay,2013.0
60156,US,84,21.0,Chardonnay,2013.0
60158,US,84,23.0,Chardonnay,2012.0
60162,Australia,84,18.0,Cabernet Sauvignon,2012.0
60166,US,84,29.0,Bordeaux-style Red Blend,2011.0
60168,France,88,18.0,Bordeaux-style Red Blend,2020.0
60172,US,88,21.0,Chardonnay,2020.0
60173,US,88,22.0,Chardonnay,2020.0
60174,US,88,29.0,Chardonnay,2020.0
60175,Spain,88,25.0,Red Blend,2018.0
60187,France,88,19.0,Rosé,2021.0
60191,US,88,23.0,Bordeaux-style Red Blend,2018.0
60199,US,91,39.0,Bordeaux-style Red Blend,2016.0
60201,France,91,55.0,Chardonnay,2017.0
60202,France,91,60.0,Pinot Noir,2016.0
60203,US,91,48.0,Cabernet Sauvignon,2015.0
60205,US,91,41.0,Syrah,2016.0
60211,US,91,52.0,Riesling,2017.0
60212,France,91,53.0,Chardonnay,2016.0
60215,Italy,91,34.0,Red Blend,2016.0
60216,Italy,91,34.0,Red Blend,2016.0
60219,Italy,91,56.0,Red Blend,2016.0
60220,Italy,91,81.0,Red Blend,2015.0
60221,US,91,49.0,Pinot Noir,2015.0
60222,France,91,56.0,Chardonnay,2016.0
60223,Italy,91,51.0,Cabernet Sauvignon,2013.0
60224,US,91,50.0,Pinot Noir,2016.0
60225,France,91,44.0,Chardonnay,2016.0
60226,Italy,91,57.0,Red Blend,2012.0
60227,US,87,29.0,Cabernet Sauvignon,2019.0
60231,Italy,87,18.0,Red Blend,2019.0
60233,US,87,18.0,Bordeaux-style Red Blend,2020.0
60234,US,87,35.0,Pinot Noir,2019.0
60235,US,87,20.0,Chardonnay,2019.0
60236,US,87,16.0,Pinot Noir,2021.0
60238,Chile,87,16.0,Sauvignon Blanc,2021.0
60241,US,87,19.0,Pinot Noir,2020.0
60242,US,87,26.0,Red Blend,2018.0
60243,US,87,17.0,Chardonnay,2021.0
60245,US,87,21.0,Red Blend,2019.0
60248,US,87,17.0,Riesling,2021.0
60250,Spain,87,15.0,Chardonnay,2021.0
60251,France,87,19.0,Riesling,2021.0
60252,Spain,87,16.0,Rosé,2021.0
60255,US,87,18.0,Chardonnay,2020.0
60256,US,87,18.0,Merlot,2020.0
60258,Italy,90,54.0,Red Blend,2011.0
60259,Germany,90,34.0,Riesling,2011.0
60260,Germany,90,36.0,Riesling,2011.0
60261,Italy,90,32.0,Merlot,2011.0
60263,Australia,90,45.0,Chardonnay,2010.0
60264,Italy,90,59.0,Cabernet Sauvignon,2007.0
60265,Italy,90,69.0,Syrah,2011.0
60267,Italy,90,77.0,Red Blend,2010.0
60268,Germany,90,56.0,Riesling,2012.0
60269,US,90,43.0,Chardonnay,2011.0
60270,Italy,90,34.0,Red Blend,2012.0
60271,Australia,90,42.0,Chardonnay,2011.0
60272,Italy,90,73.0,Red Blend,2011.0
60274,Italy,90,64.0,Red Blend,2011.0
60275,Germany,90,42.0,Riesling,2011.0
60279,US,90,53.0,Pinot Noir,2011.0
60281,Italy,90,55.0,Merlot,2010.0
60282,Italy,90,69.0,Red Blend,2009.0
60283,US,90,52.0,Syrah,2011.0
60284,Italy,90,76.0,Red Blend,2007.0
60292,France,86,14.0,Rosé,2022.0
60293,US,86,15.0,Cabernet Sauvignon,2020.0
60295,US,86,17.0,Rosé,2022.0
60296,Germany,86,14.0,Riesling,2021.0
60297,US,86,19.0,Merlot,2019.0
60298,US,86,14.0,Chardonnay,2022.0
60299,US,86,25.0,Red Blend,2020.0
60301,US,86,15.0,Pinot Noir,2022.0
60303,Australia,86,23.0,Chardonnay,2020.0
60306,Chile,86,14.0,Chardonnay,2022.0
60307,US,86,14.0,Red Blend,2020.0
60308,US,86,29.0,Bordeaux-style Red Blend,2019.0
60310,US,86,38.0,Merlot,2020.0
60311,US,86,13.0,Riesling,2021.0
60312,US,86,35.0,Bordeaux-style Red Blend,2018.0
60313,US,86,22.0,Syrah,2020.0
60314,US,86,14.0,Red Blend,2021.0
60323,US,89,40.0,Sauvignon Blanc,2018.0
60325,US,89,23.0,Riesling,2018.0
60330,US,89,35.0,Merlot,2016.0
60334,US,89,20.0,Riesling,2018.0
60338,US,89,72.0,Bordeaux-style Red Blend,2014.0
60339,Argentina,89,24.0,Cabernet Sauvignon,2017.0
60341,US,89,40.0,Pinot Noir,2018.0
60342,US,89,25.0,Bordeaux-style Red Blend,2017.0
60346,US,84,11.0,Riesling,2018.0
60349,US,84,13.0,Chardonnay,2018.0
60350,Chile,84,17.0,Pinot Noir,2017.0
60352,US,84,15.0,Red Blend,2017.0
60355,Chile,84,14.0,Sauvignon Blanc,2018.0
60356,US,84,11.0,Chardonnay,2016.0
60359,Chile,84,13.0,Pinot Noir,2018.0
60360,Chile,84,16.0,Pinot Noir,2017.0
60362,US,84,16.0,Merlot,2016.0
60363,US,84,27.0,Cabernet Sauvignon,2015.0
60364,US,84,29.0,Chardonnay,2017.0
60365,France,84,11.0,Bordeaux-style Red Blend,2017.0
60366,US,84,27.0,Red Blend,2016.0
60367,France,84,33.0,Bordeaux-style Red Blend,2009.0
60369,US,84,33.0,Cabernet Sauvignon,2016.0
60371,Chile,84,15.0,Chardonnay,2017.0
60372,US,84,32.0,Cabernet Sauvignon,2016.0
60373,US,86,48.0,Pinot Noir,2007.0
60374,Chile,86,21.0,Cabernet Sauvignon,2008.0
60375,US,86,54.0,Pinot Noir,2006.0
60376,US,86,248.0,Cabernet Sauvignon,1991.0
60377,US,86,248.0,Cabernet Sauvignon,1992.0
60378,Chile,86,43.0,Cabernet Sauvignon,2005.0
60379,US,86,23.0,Sauvignon Blanc,2007.0
60380,Chile,86,22.0,Chardonnay,2007.0
60381,US,86,28.0,Chardonnay,2007.0
60382,US,86,29.0,Pinot Noir,2007.0
60384,Chile,86,29.0,Chardonnay,2007.0
60385,Chile,86,17.0,Chardonnay,2007.0
60386,US,86,33.0,Sauvignon Blanc,2006.0
60388,Chile,86,19.0,Cabernet Sauvignon,2008.0
60390,US,86,76.0,Pinot Noir,2005.0
60393,US,86,55.0,Pinot Noir,2007.0
60394,Chile,86,21.0,Chardonnay,2008.0
60395,Chile,86,28.0,Syrah,2007.0
60397,US,86,48.0,Pinot Noir,2006.0
60399,Chile,86,25.0,Cabernet Sauvignon,2004.0
60403,US,88,65.0,Cabernet Sauvignon,2011.0
60404,US,88,53.0,Pinot Noir,2012.0
60405,Argentina,88,26.0,Cabernet Sauvignon,2012.0
60410,US,88,46.0,Cabernet Sauvignon,2011.0
60412,US,88,70.0,Cabernet Sauvignon,2011.0
60413,US,88,64.0,Pinot Noir,2012.0
60415,US,88,40.0,Cabernet Sauvignon,2011.0
60418,US,88,31.0,Merlot,2012.0
60419,Chile,86,16.0,Cabernet Sauvignon,2018.0
60420,US,86,17.0,Chardonnay,2019.0
60421,Chile,86,21.0,Pinot Noir,2017.0
60422,France,86,17.0,Bordeaux-style Red Blend,2017.0
60423,France,86,18.0,Bordeaux-style Red Blend,2018.0
60424,France,86,16.0,Sauvignon Blanc,2019.0
60425,France,86,14.0,Bordeaux-style Red Blend,2019.0
60426,France,86,22.0,Bordeaux-style Red Blend,2018.0
60427,France,86,18.0,Bordeaux-style Red Blend,2016.0
60431,US,86,17.0,Red Blend,2018.0
60432,US,86,18.0,Sauvignon Blanc,2019.0
60434,US,86,27.0,Cabernet Sauvignon,2017.0
60436,US,86,22.0,Merlot,2016.0
60443,US,86,27.0,Red Blend,2015.0
60444,Chile,86,23.0,Chardonnay,2018.0
60446,US,86,17.0,Chardonnay,2019.0
60450,Italy,88,24.0,Cabernet Sauvignon,2017.0
60452,Chile,88,23.0,Cabernet Sauvignon,2018.0
60453,US,88,20.0,Sauvignon Blanc,2020.0
60454,US,88,18.0,Sauvignon Blanc,2020.0
60455,US,88,42.0,Pinot Noir,2019.0
60458,US,88,20.0,Red Blend,2019.0
60459,US,88,25.0,Pinot Noir,2019.0
60460,US,88,20.0,Sauvignon Blanc,2020.0
60462,US,88,21.0,Riesling,2020.0
60464,US,88,18.0,Chardonnay,2020.0
60465,Italy,88,34.0,Red Blend,2018.0
60466,US,88,27.0,Pinot Noir,2018.0
60469,US,88,42.0,Pinot Noir,2019.0
60471,US,88,23.0,Sauvignon Blanc,2020.0
60472,US,88,21.0,Sauvignon Blanc,2019.0
60473,US,88,24.0,Syrah,2018.0
60476,France,85,15.0,Bordeaux-style Red Blend,2019.0
60478,US,85,13.0,Chardonnay,2021.0
60482,France,84,11.0,Rosé,2021.0
60483,France,84,15.0,Bordeaux-style Red Blend,2019.0
60486,France,84,13.0,Bordeaux-style Red Blend,2019.0
60487,France,84,11.0,Rosé,2021.0
60488,France,84,12.0,Bordeaux-style Red Blend,2020.0
60494,US,84,12.0,Merlot,2019.0
60499,US,84,22.0,Pinot Noir,2019.0
60504,France,84,10.0,Rosé,2021.0
60506,US,89,30.0,Pinot Noir,2020.0
60507,US,89,22.0,Pinot Noir,2021.0
60509,US,89,20.0,Cabernet Sauvignon,2020.0
60516,US,89,33.0,Red Blend,2019.0
60518,US,89,26.0,Chardonnay,2020.0
60519,Italy,89,31.0,Red Blend,2019.0
60520,US,89,26.0,Pinot Noir,2021.0
60530,Italy,89,25.0,Red Blend,2018.0
60531,Italy,89,28.0,Red Blend,2019.0
60532,US,89,22.0,Chardonnay,2021.0
60533,US,89,44.0,Pinot Noir,2019.0
60534,Italy,89,22.0,Red Blend,2020.0
60535,US,89,29.0,Pinot Noir,2019.0
60537,Italy,89,99.0,Red Blend,2011.0
60540,Italy,89,55.0,Red Blend,2010.0
60541,US,89,38.0,Pinot Noir,2011.0
60545,Australia,88,42.0,Chardonnay,2011.0
60549,US,88,36.0,Pinot Noir,2012.0
60550,US,88,45.0,Pinot Noir,2011.0
60551,Italy,88,60.0,Red Blend,2011.0
60552,France,88,49.0,Bordeaux-style Red Blend,2010.0
60554,US,88,39.0,Pinot Noir,2012.0
60555,Italy,88,40.0,Red Blend,2009.0
60559,Italy,88,54.0,Red Blend,2010.0
60561,US,88,53.0,Cabernet Sauvignon,2011.0
60566,US,88,25.0,Syrah,2020.0
60567,US,88,23.0,Red Blend,2020.0
60605,US,87,21.0,Riesling,2016.0
60608,Italy,87,25.0,Red Blend,2013.0
60611,Italy,87,22.0,Syrah,2015.0
60612,US,87,26.0,Cabernet Sauvignon,2015.0
60614,Italy,87,23.0,Rosé,2016.0
60615,US,87,48.0,Bordeaux-style Red Blend,2015.0
60617,Italy,87,29.0,Rosé,2016.0
60618,US,87,53.0,Pinot Noir,2015.0
60619,US,87,61.0,Cabernet Sauvignon,2013.0
60621,US,87,26.0,Riesling,2016.0
60625,Chile,89,24.0,Cabernet Sauvignon,2017.0
60628,Chile,89,23.0,Sauvignon Blanc,2020.0
60632,US,89,20.0,Merlot,2018.0
60635,Chile,89,24.0,Sauvignon Blanc,2019.0
60640,Austria,89,45.0,Red Blend,2018.0
60646,US,89,36.0,Pinot Noir,2017.0
60650,US,86,16.0,Merlot,2020.0
60652,US,86,16.0,Rosé,2021.0
60653,US,86,16.0,Sauvignon Blanc,2021.0
60657,US,86,21.0,Sauvignon Blanc,2020.0
60659,Chile,86,16.0,Syrah,2020.0
60660,US,86,17.0,Riesling,2018.0
60661,US,86,16.0,Merlot,2018.0
60668,France,86,16.0,Rosé,2021.0
60669,Chile,86,18.0,Chardonnay,2020.0
60672,France,86,14.0,Chardonnay,2021.0
60673,US,86,28.0,Red Blend,2018.0
60676,US,86,14.0,Cabernet Sauvignon,2019.0
60686,US,89,39.0,Pinot Noir,2018.0
60688,US,89,35.0,Pinot Noir,2019.0
60690,Germany,89,23.0,Riesling,2020.0
60695,US,89,35.0,Red Blend,2018.0
60696,US,89,29.0,Cabernet Sauvignon,2017.0
60697,Germany,89,20.0,Pinot Noir,2020.0
60698,US,89,21.0,Pinot Noir,2019.0
60699,France,89,26.0,Sauvignon Blanc,2020.0
60701,US,89,21.0,Red Blend,2020.0
60702,US,89,21.0,Red Blend,2019.0
60705,US,89,31.0,Chardonnay,2019.0
60712,US,84,13.0,Pinot Noir,2019.0
60714,France,84,12.0,Chardonnay,2020.0
60715,France,84,14.0,Chardonnay,2020.0
60720,Argentina,84,12.0,Rosé,2021.0
60726,US,84,12.0,Pinot Noir,2019.0
60727,France,84,13.0,Rosé,2020.0
60728,US,84,32.0,Pinot Noir,2018.0
60733,US,83,18.0,Sauvignon Blanc,2019.0
60734,US,83,11.0,Sauvignon Blanc,2019.0
60736,US,83,16.0,Sauvignon Blanc,2020.0
60740,US,89,49.0,Chardonnay,2014.0
60744,Argentina,89,34.0,Red Blend,2014.0
60746,US,89,97.0,Cabernet Sauvignon,2013.0
60755,US,89,38.0,Chardonnay,2016.0
60759,US,88,34.0,Pinot Noir,2016.0
60760,US,88,45.0,Cabernet Sauvignon,2015.0
60764,US,88,27.0,Red Blend,2015.0
60765,US,88,34.0,Red Blend,2013.0
60768,US,84,30.0,Pinot Noir,2011.0
60771,US,83,66.0,Syrah,2011.0
60774,US,83,23.0,Rosé,2012.0
60775,Spain,83,21.0,Red Blend,2011.0
60777,Spain,83,20.0,Red Blend,2008.0
60778,US,83,55.0,Cabernet Sauvignon,2010.0
60779,US,83,47.0,Red Blend,2010.0
60780,France,83,21.0,Chardonnay,2010.0
60782,Chile,88,31.0,Syrah,2015.0
60786,US,88,23.0,Chardonnay,2017.0
60789,US,88,32.0,Syrah,2016.0
60791,Australia,88,38.0,Chardonnay,2015.0
60792,US,88,34.0,Cabernet Sauvignon,2016.0
60794,US,88,39.0,Red Blend,2016.0
60796,US,88,39.0,Red Blend,2014.0
60797,Chile,88,21.0,Sauvignon Blanc,2018.0
60808,US,87,46.0,Cabernet Sauvignon,2017.0
60812,US,87,22.0,Bordeaux-style Red Blend,2018.0
60822,US,87,23.0,Syrah,2018.0
60859,US,82,18.0,Cabernet Sauvignon,2014.0
60861,Chile,81,12.0,Chardonnay,2015.0
60862,US,81,14.0,Rosé,2016.0
60864,US,81,7.0,Cabernet Sauvignon,2015.0
60867,Chile,80,11.0,Syrah,2015.0
60870,Chile,80,8.0,Merlot,2015.0
60871,Chile,80,8.0,Chardonnay,2015.0
60876,US,89,53.0,Syrah,2015.0
60879,Spain,89,42.0,Red Blend,2012.0
60880,US,89,43.0,Pinot Noir,2015.0
60882,US,89,64.0,Cabernet Sauvignon,2014.0
60888,US,89,39.0,Syrah,2014.0
60893,US,89,30.0,Chardonnay,2015.0
60894,France,89,43.0,Pinot Noir,2015.0
60896,France,89,27.0,Chardonnay,2016.0
60897,Australia,89,29.0,Cabernet Sauvignon,2015.0
60898,US,89,45.0,Syrah,2013.0
60899,US,89,46.0,Syrah,2015.0
60906,Germany,91,41.0,Riesling,2014.0
60909,Italy,91,63.0,Chardonnay,2011.0
60913,US,91,43.0,Cabernet Sauvignon,2013.0
60914,US,91,49.0,Chardonnay,2014.0
60919,US,91,47.0,Chardonnay,2013.0
60920,US,91,34.0,Riesling,2014.0
60921,France,91,51.0,Bordeaux-style Red Blend,2013.0
60924,Germany,91,51.0,Riesling,2014.0
60926,Spain,91,67.0,Red Blend,2011.0
60927,US,91,56.0,Pinot Noir,2014.0
60928,US,91,37.0,Pinot Noir,2014.0
60929,Germany,91,40.0,Riesling,2014.0
60930,US,91,124.0,Cabernet Sauvignon,2012.0
60933,France,93,99.0,Chardonnay,2013.0
60934,US,93,87.0,Cabernet Sauvignon,2013.0
60935,US,93,61.0,Cabernet Sauvignon,2013.0
60936,France,93,69.0,Chardonnay,2014.0
60937,US,93,59.0,Merlot,2013.0
60938,US,93,59.0,Pinot Noir,2013.0
60939,US,93,52.0,Pinot Noir,2014.0
60941,US,93,57.0,Syrah,2012.0
60942,France,93,213.0,Chardonnay,2014.0
60943,US,93,60.0,Pinot Noir,2013.0
60949,US,93,51.0,Cabernet Sauvignon,2013.0
60952,US,93,61.0,Red Blend,2013.0
60954,US,93,87.0,Cabernet Sauvignon,2013.0
60955,US,92,60.0,Red Blend,2012.0
60956,US,92,60.0,Bordeaux-style Red Blend,2013.0
60961,Chile,86,32.0,Pinot Noir,2012.0
60962,US,86,17.0,Cabernet Sauvignon,2012.0
60968,Chile,86,20.0,Red Blend,2012.0
60969,US,86,25.0,Chardonnay,2013.0
60971,France,86,32.0,Red Blend,2012.0
60982,US,87,23.0,Chardonnay,2019.0
60983,Italy,87,20.0,Red Blend,2019.0
60984,US,87,26.0,Pinot Noir,2018.0
60988,US,87,23.0,Sauvignon Blanc,2019.0
60989,US,87,24.0,Chardonnay,2018.0
60991,US,87,82.0,Cabernet Sauvignon,2017.0
60996,US,87,34.0,Cabernet Sauvignon,2017.0
60997,US,87,24.0,Pinot Noir,2019.0
60999,US,87,39.0,Pinot Noir,2018.0
61000,US,87,36.0,Pinot Noir,2018.0
61003,US,84,11.0,Chardonnay,2016.0
61005,US,84,33.0,Pinot Noir,2015.0
61006,US,84,16.0,Riesling,2015.0
61007,US,84,21.0,Cabernet Sauvignon,2015.0
61009,US,84,35.0,Red Blend,2014.0
61011,Chile,84,14.0,Cabernet Sauvignon,2016.0
61015,US,84,27.0,Chardonnay,2015.0
61016,Chile,84,14.0,Merlot,2016.0
61019,US,84,15.0,Chardonnay,2016.0
61020,Chile,84,12.0,Cabernet Sauvignon,2016.0
61021,France,84,15.0,Sauvignon Blanc,2016.0
61023,US,84,13.0,Merlot,2016.0
61024,US,84,23.0,Red Blend,2014.0
61025,US,84,15.0,Cabernet Sauvignon,2016.0
61026,US,84,15.0,Merlot,2016.0
61027,Australia,84,14.0,Chardonnay,2015.0
61028,Italy,84,14.0,Red Blend,2014.0
61029,US,84,19.0,Pinot Noir,2016.0
61030,Chile,84,13.0,Cabernet Sauvignon,2016.0
61031,France,84,13.0,Rosé,2016.0
61036,France,91,58.0,Bordeaux-style Red Blend,2019.0
